title,company,location,count,Job,JobType
Data Scientist Population Health,"Martin Luther King, Jr. Community Hospital","Los Angeles, CA",1,Job_707,Junior
"Data Scientist, Predictive Modeling and Analytics",Kaiser Permanente,"Oakland, CA",1,Job_708,Junior
ASSOCIATE / JUNIOR DATA SCIENTIST,GEORGIA-PACIFIC,"Atlanta, GA",1,Job_709,Junior
Data Scientist II,Wacker Chemical Corporation,"Ann Arbor, MI",1,Job_710,Junior
"Data Scientist -Dallas, TX",nFolks Ltd,"Dallas, TX",1,Job_711,Junior
Data Scientist,MYCOM OSI,"Folsom, CA",1,Job_712,Junior
Senior Data Scientist,Johnson & Johnson Family of Companies,"Titusville, NJ",1,Job_713,Senior
Senior/Lead Data Scientist,SILVERLINK TECHNOLOGIES LLC,"Raleigh, NC",1,Job_714,Senior
Senior Data Scientist,OptiFunder,"Louis, MO",1,Job_715,Senior
Data Scientist,NarrativeDx,"Austin, TX",1,Job_716,Junior
Data Scientist,In-Depth Genomics,"Bellevue, WA",1,Job_717,Junior
Data Scientist/Predictive Analyst,AGRiP,"Folsom, CA",1,Job_718,Junior
Data Scientist/Visualization Master,Intermedia Advertising,"Los Angeles, CA",1,Job_719,Junior
Data Scientist - Experimentation,Disney Streaming Services,"New York, NY",1,Job_720,Junior
Data Scientist - Natural Language Processing,Change Research,"Palo Alto, CA",1,Job_721,Junior
Data Scientist,MedStar Health Research Institute,"Washington, DC",1,Job_722,Junior
Data Scientist-Masters,Procter and Gamble,"Cincinnati, OH",1,Job_723,Junior
Artificial Intelligence - Machine Learning Specialist,hoytNIVA,"Arlington Heights, IL",1,Job_724,Junior
Lead Data Scientist,Book Runners LLC,"Chicago, IL",1,Job_725,Junior
Data Scientist,Highmark Inc,"Pittsburgh, PA",1,Job_726,Junior
Data Scientist,"GreenZone Solutions, Inc.","Arlington, VA",1,Job_727,Junior
Computer Scientist (Data Scientist),US Department of the Army,"Arlington, VA",1,Job_728,Junior
"Data Scientist, Bloomberg Law",Bloomberg,"Princeton, NJ",1,Job_729,Junior
Senior Data Scientist,Blue Cross Blue Shield of North Carolina,"Durham, NC",1,Job_730,Senior
Agronomic Data Scientist,Corteva Agriscience,"Johnston, IA",1,Job_731,Junior
Data Science Internship,Nike,"Beaverton, OR",1,Job_732,Entry
Data Scientist I,AT&T,"Dallas, TX",1,Job_733,Junior
Data Scientist (Government),Aurora,"Collinsville, IL",1,Job_734,Junior
Data Scientist,Nehemiah Security,"San Francisco, CA",1,Job_735,Junior
Data Scientist,Bowery Farming,NA,1,Job_736,Junior
Data Scientist,Jar House,"Conshohocken, PA",1,Job_737,Junior
Data Scientist,BestReviews,"Atlanta, GA",1,Job_738,Junior
Data Scientist,Capital Lighting Fixture Company,"San Francisco, CA",1,Job_739,Junior
Data Scientist,"SemanticBits, LLC","Flowery Branch, GA",1,Job_740,Junior
Data Scientist-Remote,Valassis Digital,"Herndon, VA",1,Job_741,Junior
Data Scientist,Seen by Indeed,"Morrisville, NC",1,Job_742,Junior
"Data Scientist, Advertising","Amazon.com Services, Inc.","Seattle, WA",1,Job_743,Junior
Sr Data Scientist,IQVIA,"Plymouth Meeting, PA",1,Job_744,Junior
DATA SCIENTIST,"Data and Analytic Solutions, Inc. (DAS)",NA,1,Job_745,Junior
Data Scientist / Machine Learning Engineer - Classification...,Rakuten Intelligence,"San Mateo, CA",1,Job_746,Junior
Data Scientist,ABS,"Knoxville, TN",1,Job_747,Junior
Data Scientist,New York City DEPARTMENT OF TRANSPORTATION,"Manhattan, NY",1,Job_748,Junior
Data Scientist,Valiant Integrated Services,"Camp Smith, HI",1,Job_749,Junior
Data Scientist Intern (2257),ENGIE North America Inc.,"Houston, TX",1,Job_750,Entry
Data Scientist,"Autocar Parts, LLC","Rolling Meadows, IL",1,Job_751,Junior
Data Scientist,Equifax,"Atlanta, GA",1,Job_752,Junior
Senior Data Scientist,Millennium Corporation,"Fort Belvoir, VA",1,Job_753,Senior
Cons Prod Strat Analyst III,Bank of America,"Greensboro, NC",1,Job_754,Junior
Data Scientist Intern,"Milliman, Inc.","Huntington Beach, CA",1,Job_755,Entry
Risk Analytics Data Scientist Senior Consultant,Allstate,"Charlotte, NC",1,Job_756,Senior
Data Scientist III,CDK Global,"Austin, TX",1,Job_757,Junior
Data Scientist,Auto Club Group,"Tampa, FL",1,Job_758,Junior
"Data Scientist, Principal",BNY Mellon,"Pittsburgh, PA",1,Job_759,Junior
Data Scientist - (BOS01- Felton Street),Reef Kitchens,"Waltham, MA",1,Job_760,Junior
Data Scientist - AI Labs,BlackRock,"Palo Alto, CA",1,Job_761,Junior
Computer Vision Data Scientist/Engineer - Machine Vision Sys...,Applied LifeSciences & Systems,"Raleigh-Durham, NC",1,Job_762,Junior
Data Mining Co-Op,Bosch Group,"Florence, KY",1,Job_763,Junior
Data Scientist,Southern California Edison,"Rosemead, CA",1,Job_764,Junior
Data Scientist / Quantitative Researcher – High Frequency Fu...,Wolverine Trading,"Chicago, IL",1,Job_765,Junior
Real World Evidence Data Scientist,American Society of Clinical Oncology,"Alexandria, VA",1,Job_766,Junior
"Data Scientist - Fraud Engineering, Algorithms, and Risk",Apple,"Santa Clara Valley, CA",1,Job_767,Junior
Data Scientist,Ancore,"Franklin, TN",1,Job_768,Junior
Data Scientist / Data Analyst,Arosys,"Sunnyvale, CA",1,Job_769,Junior
Data Scientist,JMI Labs,"North Liberty, IA",1,Job_770,Junior
Data Scientist,"Transworld Systems, Inc.","Lake Forest, IL",1,Job_771,Junior
Data Scientist,Primesys Technologies,"South Plainfield, NJ",1,Job_772,Junior
Associate Data Scientist,Macy's,"Johns Creek, GA",1,Job_773,Junior
Data Scientist (Entry),AnaVation LLC,"Washington, DC",1,Job_774,Entry
Data Scientist Intern,INFISWIFT TECHNOLOGIES,"Milpitas, CA",1,Job_775,Entry
Data Scientist,BPMLinks,"Denver, CO",1,Job_776,Junior
Data Analyst,Yang2020,"New York, NY",1,Job_777,Junior
2020 Automation and Artificial Intelligence Internship,Guardian Life Insurance Company,"Bethlehem, PA",1,Job_778,Entry
"Net with Machine Learning, Natural Language Processing, Ela...",InventSoft,"Austin, TX",1,Job_779,Junior
Data Scientist,Somshay LLC,"Tampa, FL",1,Job_780,Junior
Data Science Advisor - High Performance Providers & Networks,Cigna,NA,1,Job_781,Junior
"Data Scientist, Ad Platforms",Apple,"Santa Clara Valley, CA",1,Job_782,Junior
Vans Associate Data Scientist,VF Corporation,"Costa Mesa, CA",1,Job_783,Junior
Associate Data Scientist,Unified,"Atlanta, GA",1,Job_784,Junior
Data Scientist Analyst (PS20721),"Anthem, Inc.",NA,1,Job_785,Junior
Senior Data Scientist (Active DOD Secret Clearance Required),Stem IT,"Springfield, VA",1,Job_786,Senior
Senior Data Scientist,CoreCompete,"Durham, NC",1,Job_787,Senior
Data Scientist,ABS,"Arlington, VA",1,Job_788,Junior
Marketing Data Scientist,Flexential,"Denver, CO",1,Job_789,Junior
Senior Data Analyst,Onco360,"Louisville, KY",1,Job_790,Senior
Data Scientist,Verveba Analytics,"Richardson, TX",1,Job_791,Junior
Lead Data Scientist,Tuple Health,"Washington, DC",1,Job_792,Junior
Data Scientist,Pandera Systems,"Charlotte, NC",1,Job_793,Junior
Data Scientist,2 Partners Marketing LLC,"West Palm Beach, FL",1,Job_794,Junior
"Data Scientist (Entry-Level), Product Analytics (Temporary)",Brain Corp,"San Diego, CA",1,Job_795,Entry
Data Scientist (Machine Learning),Apple,"Santa Clara Valley, CA",1,Job_796,Junior
Data Scientist,AQUASIGHT LLC,"Troy, MI",1,Job_797,Junior
Data Scientist,Workiva Inc.,"Denver, CO",1,Job_798,Junior
Data Scientist - Trading Technologies,kraken,"San Francisco, CA",1,Job_799,Junior
Data Analyst / Data Scientist,Defined Clarity,"Cherry Hill, NJ",1,Job_800,Junior
Data Scientist,Klaviyo,"Boston, MA",1,Job_801,Junior
GS Data Scientist,Goldman Sachs,"New York, NY",1,Job_802,Junior
Geospatial Software Developer and Data Scientist,University of Texas at Austin,"Austin, TX",1,Job_803,Junior
050: Data Scientist,Dataspace,"Detroit, MI",1,Job_804,Junior
Data Scientist,Salesforce,"San Francisco, CA",1,Job_805,Junior
Lead Data Scientist,AAA National,"Orlando, FL",1,Job_806,Junior
Data Scientist,Definitive Logic,"Arlington, VA",1,Job_807,Junior
Data Scientist,Tapingo,NA,1,Job_808,Junior
Principal Knowledge Graph Data Scientist,AstraZeneca,"Gaithersburg, MD",1,Job_809,Junior
Data Scientist II,Microsoft,"Bellevue, WA",1,Job_810,Junior
"Senior Applied Data Scientist, Government",Civis Analytics,"Chicago, IL",1,Job_811,Senior
Data Scientist,Social Science Research Solutions (SSRS),"Glen Mills, PA",1,Job_812,Junior
Data Scientist,Hinge,"New York, NY",1,Job_813,Junior
Software Engineer / Data Scientist,Bioceryx Technologies,"Menlo Park, CA",1,Job_814,Junior
Data Scientist,Citizen,"New York, NY",1,Job_815,Junior
Data Scientist - Customer Analytics,Walmart eCommerce,"San Bruno, CA",1,Job_816,Junior
Data Scientist,Honor,"San Francisco, CA",1,Job_817,Junior
Data Scientist,Philadelphia District Attorney's Office,"Philadelphia, PA",1,Job_818,Junior
Data Scientist I (668421),Ball Aerospace,"Boulder, CO",1,Job_819,Junior
Data Scientist,ZEISS Group,"Dublin, CA",1,Job_820,Junior
Campus Recruitment – 2020 Data Scientists / Analytics Manage...,American Express,NA,1,Job_821,Junior
Machine Learning Engineer / Data Scientist,SoundHound Inc.,"Santa Clara, CA",1,Job_822,Junior
"Data Scientist, Zillow Offers ML Team",Zillow Group,"Seattle, WA",1,Job_823,Junior
Data Scientist in Applied Artificial Intelligence (Internshi...,Codazen,"Salt Lake City, UT",1,Job_824,Entry
Data Scientist / Quantitative Analyst,Tropikia Group,"New York, NY",1,Job_825,Junior
Data Scientist,Public Goods,"New York, NY",1,Job_826,Junior
Lead Data Scientist,CitiusTech,"Virginia Beach, VA",1,Job_827,Junior
Data Scientist,CCRi,"Charlottesville, VA",1,Job_828,Junior
Flag Football Statistician,XFLAGFOOTBALL,"Beverly, MA",1,Job_829,Junior
Principal Data Scientist,Double M Resources,NA,1,Job_830,Junior
Analytics and Data Science,CompuForce,NA,1,Job_831,Junior
Data Scientist,CitiusTech,"Morrisville, NC",1,Job_832,Junior
"Data Scientist, Senior",Novetta,"Fort Belvoir, VA",1,Job_833,Senior
Sr. Data Analyst,Pactera,"Redmond, WA",1,Job_834,Senior
Data Scientist – Lead,Savan Group,"Washington, DC",1,Job_835,Junior
Data Scientist - Simulation & Modeling,Tiger Analytics,"Louis, MO",1,Job_836,Junior
Data Scientist - Data Analyst - Campus Associate,Guidehouse,"Washington, DC",1,Job_837,Junior
Senior Data Scientist - Authorship,"Turnitin, LLC","Oakland, CA",1,Job_838,Senior
Data (Decision) Scientist,Purchasing Power,"Atlanta, GA",1,Job_839,Junior
Data Scientist,Talking Rain Beverage Company,"Issaquah, WA",1,Job_840,Junior
Data Scientist,Afton Chemical,"Richmond, VA",1,Job_841,Junior
Neural Data Scientist,MindX,"Bethesda, MD",1,Job_842,Junior
Data Scientist,Moody's Investors Service,"New York, NY",1,Job_843,Junior
"Data Scientist/Quantitative Social Scientist, Senior",Booz Allen Hamilton,"Alexandria, VA",1,Job_844,Senior
Data Scientist,"Signature Science, LLC","Austin, TX",1,Job_845,Junior
Data Scientist I,Grubhub,"Chicago, IL",1,Job_846,Junior
"Data Scientist, Analytics (Integrity)",Facebook,"Seattle, WA",1,Job_847,Junior
Full Stack Data Scientist,Booz Allen Hamilton,"Fort Meade, MD",1,Job_848,Junior
Genomics Data Scientist,AgBiome,"Research Triangle Park, NC",1,Job_849,Junior
Data Scientist (Austin),Zilliant,"Austin, TX",1,Job_850,Junior
Data Scientist,EY,NA,1,Job_851,Junior
Data Scientist,PwC,"Arlington, VA",1,Job_852,Junior
Sr. Data Scientist,Advance America,"Spartanburg, SC",1,Job_853,Senior
SR RISK CONTROL & DATA ANALYST,Healthsmart Preferred Care,"Charleston, WV",1,Job_854,Junior
Sr. Data Scientist,Precima,"Chicago, IL",1,Job_855,Senior
"Data Scientist-Arlington, VA-1536","DirectViz Solutions, LLC","Arlington, VA",1,Job_856,Junior
Computer Vision Software Development Interns,Kitware,"Carrboro, NC",1,Job_857,Entry
Data Scientist,States Title Holding,"San Francisco, CA",1,Job_858,Junior
Data Scientist,Gro Intelligence,"New York, NY",1,Job_859,Junior
"Data Engineer/Scientist, Lead",Booz Allen Hamilton,"Charlotte, NC",1,Job_860,Junior
Data Scientist (EFT Analytics),KOCH MINERALS,"New York, NY",1,Job_861,Junior
Data Scientist and Analyst,Salient CRGT,"Chantilly, VA",1,Job_862,Junior
Data Scientist,Remedy Partners,"New York, NY",1,Job_863,Junior
Data Scientist,alliantgroup,"Houston, TX",1,Job_864,Junior
"Senior Principal Scientist, Genetic Data Integration",Johnson & Johnson Family of Companies,"Spring House, PA",1,Job_865,Senior
Cloud Data Scientist,NT Concepts,"Vienna, VA",1,Job_866,Junior
Data Scientist - Experienced Associate,Guidehouse,"McLean, VA",1,Job_867,Junior
Data Scientist Opportunity,CGI Veterans Jobs,"Fairfax, VA",1,Job_868,Junior
Data Scientist,Snapchat,"Los Angeles, CA",1,Job_869,Junior
Data Scientist,Ephesoft,"Irvine, CA",1,Job_870,Junior
Data Scientist,"FraudScope, Inc.","Atlanta, GA",1,Job_871,Junior
Snowflake Data Scientist,Sense Corp,NA,1,Job_872,Junior
Data Scientist,aspirent,"Atlanta, GA",1,Job_873,Junior
"Analyst, Data Scientist –Medical Voice of Customer/Text Anal...",GSK,"Research Triangle Park, NC",1,Job_874,Junior
Data Scientist,Clarivate Analytics,"San Francisco, CA",1,Job_875,Junior
Data Scientist,GCM Grosvenor,"Chicago, IL",1,Job_876,Junior
Data Scientist,Photon,"Troy Hills, NJ",1,Job_877,Junior
Data Scientist - Strategic Data Science,"Two Sigma Investments, LLC.","New York, NY",1,Job_878,Junior
Data Scientist - Customer Analytics,Jet.com,"Hoboken, NJ",1,Job_879,Junior
Principal Data Scientist – Analytics Lab,Wood Mackenzie,"Houston, TX",1,Job_880,Junior
Data Scientist,"The Cadmus Group, Inc.","Washington, DC",1,Job_881,Junior
Head of Scientific Data Assets,AstraZeneca,"Cambridge, MD",1,Job_882,Junior
Data Scientist / Senior Data Scientist – Spotify Free ML,Spotify,"New York, NY",1,Job_883,Senior
Ultimate Hoops Statistician,Life Time,"Raleigh, NC",1,Job_884,Junior
Senior Data Scientist,Kickstarter.com,"Brooklyn, NY",1,Job_885,Senior
Data Scientist,Pluralsight,"Boston, MA",1,Job_886,Junior
Data Scientist,Scratch Financial Inc.,"Pasadena, CA",1,Job_887,Junior
Data Scientist,Adobe,"San Francisco, CA",1,Job_888,Junior
Data Scientist-Master’s Degree,Procter and Gamble,"Cincinnati, OH",1,Job_889,Junior
Senior Statistical Analyst,Bridgetree,"Charlotte, NC",1,Job_890,Senior
"Data Scientist, Senior",Booz Allen Hamilton,"Alexandria, VA",1,Job_891,Senior
Statistician/Data Scientist,State Farm,"Athens, GA",1,Job_892,Junior
Data Scientist,BMW of North America LLC.,"Woodcliff Lake, NJ",1,Job_893,Junior
Pricing Associate - Data Science Track,Elephant Insurance,"Henrico, VA",1,Job_894,Junior
Data Scientist,Valen Analytics,"Denver, CO",1,Job_895,Junior
Data Scientist,Praxis Engineering,"McLean, VA",1,Job_896,Junior
Data Scientist,Med-South,"Birmingham, AL",1,Job_897,Junior
Data Scientist - Inventory Forecasting and Health,Stitch Fix,"San Francisco, CA",1,Job_898,Junior
Data Scientist,RS Energy Group,"Conshohocken, PA",1,Job_899,Junior
Data Scientist,Deep 6 AI,"Pasadena, CA",1,Job_900,Junior
DATA SCIENTIST INTERN (SUMMER 2019),Collins Aerospace,"Cedar Rapids, IA",1,Job_901,Entry
Data Scientist/Intelligence Analyst,Oculus Analytics,"McLean, VA",1,Job_902,Junior
Data Scientist,Bank of America,"Annandale, VA",1,Job_903,Junior
Data Scientist,The Chemours Company,"Wilmington, DE",1,Job_904,Junior
Data Quality Specialist,Aquant.io,"New York, NY",1,Job_905,Junior
Data Scientist,New Signature,"Washington, DC",1,Job_906,Junior
Data Scientist,SLEEP NUMBER,"San Jose, CA",1,Job_907,Junior
Analyst Intern - Data Science & Solutions,Oklahoma City Thunder,"Edmond, OK",1,Job_908,Entry
"Data Scientist, Boston",Spacemaker,"Boston, MA",1,Job_909,Junior
Sr. Data Scientist,Catapult,"Reston, VA",1,Job_910,Senior
"Data Scientist Associate, Workforce Analytics",JPMorgan Chase & Co.,"Columbus, OH",1,Job_911,Junior
Data Analyst/Data Scientist,Elizabeth River Crossings,"Portsmouth, VA",1,Job_912,Junior
Data Scientist - Deep Learning,The Climate Corporation,"Seattle, WA",1,Job_913,Junior
Senior Principal Data Scientist,Cleared Recruiters,"Annapolis, MD",1,Job_914,Senior
Data Scientist II,Thermo Fisher Scientific,"Pittsburgh, PA",1,Job_915,Junior
Data Scientist,Huntington Bank,"Columbus, OH",1,Job_916,Junior
Sr. AI Scientist - Data Analytics and Optimization,Siemens,"Princeton, NJ",1,Job_917,Senior
"Data Engineer - Work in Raleigh, NC",Genworth,"Winston-Salem, NC",1,Job_918,Junior
Principal Data Scientist - Telecommute,UnitedHealth Group,NA,1,Job_919,Junior
"Data Scientist (C13/VP) New York, NY",Citi,"New York, NY",1,Job_920,Junior
Data Scientist (1801),IBKR,"New York, NY",1,Job_921,Junior
Data Scientist,DigitCompass,"Time, IL",1,Job_922,Junior
Data Scientist,Slice,"New York, NY",1,Job_923,Junior
Data Scientist,American Express,"New York, NY",1,Job_924,Junior
Data Scientist,"Master Electronics, Inc.","Phoenix, AZ",1,Job_925,Junior
Energy Data Scientist/Analyst,Sage Renewable Energy Consulting,"San Rafael, CA",1,Job_926,Junior
Chief Data Scientist,Leidos,"Morgantown, WV",1,Job_927,Junior
Data Scientist,princeton,"Jersey City, NJ",1,Job_928,Junior
NH Data Director,Yang2020,NA,1,Job_929,Junior
Data Scientist,Imprimis Group,"Dallas, TX",1,Job_930,Junior
Principal Data Scientist,Blue Cross Blue Shield of North Carolina,"Durham, NC",1,Job_931,Junior
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Charlotte, NC",1,Job_932,Junior
Data Guru/Scientist/Demographer,Community Data Platforms,"Nantucket, MA",1,Job_933,Junior
Data Scientist - Material and Formulation Science,AstraZeneca,NA,1,Job_934,Junior
Associate Data Scientist,Øptimus Consulting,"Alexandria, VA",1,Job_935,Junior
"Software Engineer, Deep Learning",Bosch Group,"Pittsburgh, PA",1,Job_936,Junior
Senior Data Scientist,Tripoint Solutions,"Alexandria, VA",1,Job_937,Senior
Data Scientist,Noblis,"Reston, VA",1,Job_938,Junior
Signal Processing- Machine Learning- AI Engineer/Scientist,Vadum,"Raleigh, NC",1,Job_939,Junior
Social Data Scientist,Booz Allen Hamilton,"Washington, DC",1,Job_940,Junior
Data Scientist,MariaDB Corporation Ab,"Redwood City, CA",1,Job_941,Junior
Data Scientist,Aramark,"New York, NY",1,Job_942,Junior
Data Scientist,WorkBoard,"Portland, OR",1,Job_943,Junior
Data Scientist – Premium Analytics,Spotify,"New York, NY",1,Job_944,Junior
Movidius Deep Learning Data Scientist,Intel,"Santa Clara, CA",1,Job_945,Junior
"Applied Data Scientist, Commercial",Civis Analytics,"Chicago, IL",1,Job_946,Junior
Data Scientist,Inspire11,"Chicago, IL",1,Job_947,Junior
Data Scientist,Purdue University,"West Lafayette, IN",1,Job_948,Junior
Data Scientist with TS SCI Clearance,Deloitte,"Arlington, VA",1,Job_949,Junior
Data Scientist,Course5 Intelligence,"Plano, TX",1,Job_950,Junior
Data Scientist,Zensar Technologies,"Austin, TX",1,Job_951,Junior
Machine Learning Engineer,Bank of America,"Charlotte, NC",1,Job_952,Junior
Data Scientist,Ezoic,"Carlsbad, CA",1,Job_953,Junior
Data Scientist – Global Identity and Fraud,Equifax,"Atlanta, GA",1,Job_954,Junior
Data Scientist II,Ryder,"Franklin, TN",1,Job_955,Junior
Data Scientist I,NCCPA,"Johns Creek, GA",1,Job_956,Junior
Product Data Scientist,Snapchat,"New York, NY",1,Job_957,Junior
Data Scientist,IFG Companies,"Atlanta, GA",1,Job_958,Junior
Data Scientist,Neal Analytics,"Redmond, WA",1,Job_959,Junior
Data Scientist,UCHealth,"Aurora, CO",1,Job_960,Junior
Data Scientist,Micron,"Boise, ID",1,Job_961,Junior
Scientist - Data Science,SEMA4,"Stamford, CT",1,Job_962,Junior
Data Scientist,VideoAmp Careers Website,"Los Angeles, CA",1,Job_963,Junior
Data Scientist,Eaton,"Eden Prairie, MN",1,Job_964,Junior
Data Scientist,Covenant Eyes,"Owosso, MI",1,Job_965,Junior
Data Scientist,Worldpay,"Cincinnati, OH",1,Job_966,Junior
Lead Data Scientist,Indiana University,"Bloomington, IN",1,Job_967,Junior
Machine Learning Data Scientist,"Amazon.com Services, Inc.","New York, NY",1,Job_968,Junior
Data Science Internship - Summer 2020,Etsy,"New York, NY",1,Job_969,Entry
"Data Scientist, Alexa Shopping","Amazon.com Services, Inc.","Seattle, WA",1,Job_970,Junior
Data Scientist,Advan Research Corporation,"New York, NY",1,Job_971,Junior
Data Scientist,National Oilwell Varco,"Houston, TX",1,Job_972,Junior
"Data Scientist, Perception",Snapchat,"New York, NY",1,Job_973,Junior
Data Scientist - Value-Based Care,IMPAQ International,NA,1,Job_974,Junior
Data Scientist,Cox Automotive,"Atlanta, GA",1,Job_975,Junior
Principle Manufacturing Data Scientist,Stanley Black & Decker,"Hartford, CT",1,Job_976,Junior
Data Scientist,Cognitio,"Reston, VA",1,Job_977,Junior
Data Scientist - Chemical Synthesis,AstraZeneca,NA,1,Job_978,Junior
Data Scientist,Pokemon Company International,"Bellevue, WA",1,Job_979,Junior
Data Scientist/Data Analytics Practitioner,Noblis,"Bridgeport, WV",1,Job_980,Junior
Senior Data Scientist,Data Ninjas Inc,"Colorado Springs, CO",1,Job_981,Senior
Chemometrician/Chemical Data Scientist,"Signature Science, LLC","Austin, TX",1,Job_982,Junior
Data Scientist,Bolt,"San Francisco, CA",1,Job_983,Junior
Data Scientist,Enable Data,"Minneapolis, MN",1,Job_984,Junior
Motif Capital – Data Scientist,Motif Investing,"San Mateo, CA",1,Job_985,Junior
Data Scientist,Dentsu Aegis Network,"New York, NY",1,Job_986,Junior
Data Scientist,Insurity,"Denver, CO",1,Job_987,Junior
Senior Data & Applied Scientist,Microsoft,"Redmond, WA",1,Job_988,Senior
"Embedded Escalation Engineer, Machine Learning",Microsoft,"Charlotte, NC",1,Job_989,Junior
Data Scientist - Deep Learning,Verb Surgical,"Mountain View, CA",1,Job_990,Junior
Big Data Archtiect,Cognizant Technology Solutions,"Raleigh, NC",1,Job_991,Junior
Sr. Data Scientist,FreightWaves,"Chattanooga, TN",1,Job_992,Senior
Sr. Data Scientist,INCATech LLC,"Reston, VA",1,Job_993,Senior
Data Scientist - Intermediate,Pacific Northwest National Laboratory,"Richland, WA",1,Job_994,Junior
Data Scientist,Ford Motor Company,"Dearborn, MI",1,Job_995,Junior
Data Scientist,SAIC,"Chantilly, VA",1,Job_996,Junior
Customer Service Specialist II - Vital Statistics Program,King County,NA,1,Job_997,Junior
Data Scientist,ProQuest LLC,"Ann Arbor, MI",1,Job_998,Junior
Data/AI Scientist - Spécialiste données et intelligence arti...,WTS Paradigm,"Montreal, WI",1,Job_999,Junior
Senior Data Scientist,Ayata,"Manchaca, TX",1,Job_1000,Senior
STAFF DATA SCIENTIST ADVANCE TECHNOLOGY,Collins Aerospace,"Burnsville, MN",1,Job_1001,Junior
Sr. Data Scientist - Secret,Deloitte,"Arlington, VA",1,Job_1002,Senior
"Head Data Scientist – NLP lead, Novartis AI Innovation Lab",Novartis,"Cambridge, MA",1,Job_1003,Junior
DATA SCIENCE INTERN,Inspire Brands,"Atlanta, GA",1,Job_1004,Entry
Computer Vision Scientist,Mitre Corporation,"McLean, VA",1,Job_1005,Junior
2020 Data Science Fellowship,Institute for Defense Analyses,"Alexandria, VA",1,Job_1006,Junior
Data Scientist,Quartet Health,"New York, NY",1,Job_1007,Junior
DATA SCIENTIST,Big Bright International,"Chicago, IL",1,Job_1008,Junior
Data Scientist,CompuForce,"New York, NY",1,Job_1009,Junior
Data Scientist,New York City Council,"New York, NY",1,Job_1010,Junior
Summer 2020 Data Science Internship at The Wall Street Journ...,Dow Jones,"New York, NY",1,Job_1011,Entry
Cleared Data Scientist,Leading Path Consulting,"Reston, VA",1,Job_1012,Junior
Data Scientist,Upstart,"Columbus, OH",1,Job_1013,Junior
Data Analytics Lead,"GreenZone Solutions, Inc.","Washington, DC",1,Job_1014,Junior
Machine Learning Scientist – AAV engineering; Data Team,Dyno Therapeutics,"Cambridge, MA",1,Job_1015,Junior
Data Scientist,Crossover Health,"San Clemente, CA",1,Job_1016,Junior
"Data Scientist, Online",The Home Depot,"Atlanta, GA",1,Job_1017,Junior
Jr. Data Scientist - Technology Associate Program,Chubb,"Jersey City, NJ",1,Job_1018,Junior
Data Scientist,Data Quantist,"Austin, TX",1,Job_1019,Junior
Data Scientist,NeuroSoph,"Boston, MA",1,Job_1020,Junior
Data Scientist,Applied Memetics LLC,"Arlington, VA",1,Job_1021,Junior
Senior Data Scientist,Slice,"New York, NY",1,Job_1022,Senior
Data Scientist (Intern) - United States,Cisco Careers,"San Jose, CA",1,Job_1023,Entry
Data Scientist,Etiometry,"Boston, MA",1,Job_1024,Junior
Junior Data Scientist,DataSprouts,"Bloomington, IN",1,Job_1025,Junior
Data Scientist - Intern,Heartland,"Edmond, OK",1,Job_1026,Entry
Data Scientist,Shareablee,"New York, NY",1,Job_1027,Junior
Data Science And Resource Manager,Wowza Media Systems,"Golden, CO",1,Job_1028,Junior
Clinical Data Scientist,UTMB,"Galveston, TX",1,Job_1029,Junior
Data Scientist,Global Data Analytics,"Pittsburgh, PA",1,Job_1030,Junior
Senior Data Scientist,Abbott Laboratories,"Plano, TX",1,Job_1031,Senior
AI Senior Data Scientist,"Anthem, Inc.",NA,1,Job_1032,Senior
Senior Data Analyst,Steritech,"Charlotte, NC",1,Job_1033,Senior
Health Data Scientist - Biomedical,Evidation,"Santa Barbara, CA",1,Job_1034,Junior
Bioinformatician/Data Scientist,Cygnal,"Cambridge, MA",1,Job_1035,Junior
Data Scientist,Chenega Corporation,"Springfield, VA",1,Job_1036,Junior
"Data Scientist, Non-clinical Biostatistics",Camp4,"Cambridge, MA",1,Job_1037,Junior
Data Scientist,devwrx,"Chicago, IL",1,Job_1038,Junior
Data Scientist Asc,LOCKHEED MARTIN CORPORATION,"Stratford, CT",1,Job_1039,Junior
Data Scientist I,National Commission on Certification of Physician...,"Johns Creek, GA",1,Job_1040,Junior
"Data Scientist Researcher- Houston, TX",Shell,"Houston, TX",1,Job_1041,Junior
Data Scientist,eureka strategic consulting,"Columbia, MD",1,Job_1042,Junior
Data Sciences & AI Graduate Programme - US,AstraZeneca,"Waltham, MA",1,Job_1043,Junior
FY20 Intern Conversion: Data Scientist,Walmart eCommerce,"San Bruno, CA",1,Job_1044,Entry
AI Algorithm Researcher/Engineer,Kwai Technology,"Palo Alto, CA",1,Job_1045,Junior
Sr. Data Scientist,"Amazon.com Services, Inc.","Herndon, VA",1,Job_1046,Senior
Statistical Programmer,"CTI Clinical Trial Services, Inc","Raleigh, NC",1,Job_1047,Junior
Data Engineer,Deep 6 AI,"Pasadena, CA",1,Job_1048,Junior
Data Scientist,Auriga Polymers Inc.,NA,1,Job_1049,Junior
Data Scientist,JLG,"Hagerstown, MD",1,Job_1050,Junior
Senior Data Scientist,XOR Security,"Chantilly, VA",1,Job_1051,Senior
